-----------------------------------------------------------------------------------------------------------
+--------------------+--------+------+----------+-----------+--------------+-------------+----------+
|                 key|accuracy|    id|       lat|        lng|         speed|         time|     types|
|20200401_00001121...|    3.36|965089|37.0444699|127.0485481|     10.847926|1585692157709|    NORMAL|
|20200401_00001121...|    3.45|965090|37.0446036|127.0483539|    11.5105505|1585692159695|    NORMAL|
|20200401_00001121...|    3.54|965091|37.0447297|127.0481303|     11.916644|1585692161714|    NORMAL|
|20200401_00001121...|    3.45|965092|37.0447839|127.0480191|     11.772868|1585692162701|    NORMAL|
|20200401_00001121...|     3.3|965093|37.0448925|127.0476809|     10.822711|1585692165694|    NORMAL|
|20200401_00001121...|     3.3|965094|37.0449401|127.0474613|    10.0547695|1585692167696|    NORMAL|
|20200401_00001121...|     3.3|965095|  37.04497|127.0472662|      8.922628|1585692169696|    NORMAL|
|20200401_00001121...|    3.45|965096|37.0449966|127.0471011|      7.534608|1585692171695|    NORMAL|
|20200401_00001121...|    3.45|965097|37.0450646|127.0469929|      7.040688|1585692173699|    NORMAL|
|20200401_00001121...|    3.36|965098|37.0451729|127.0469791|      6.697942|1585692175693|    NORMAL|
|20200401_00001121...|    3.36|965099|37.0453137|127.0470034|      8.610015|1585692177722|    NORMAL|
|20200401_00001121...|    3.45|965100|37.0455201|127.0470212|     11.753388|1585692179694|    NORMAL|
|20200401_00001121...|    3.36|965101|37.0457893|127.0470393|     13.618983|1585692181707|    NORMAL|
|20200401_00001121...|    3.45|965102|37.0460572|127.0470582|     13.624569|1585692183696|    NORMAL|
|20200401_00001121...|    3.58|965103|37.0463064|127.0470715|     12.866226|1585692185711|    NORMAL|
|20200401_00001121...|   3.633|965104|37.0465213|127.0470777|     11.218937|1585692187694|    NORMAL|
|20200401_00001121...|   3.633|965105|37.0466945|127.0470793|       9.47665|1585692189694|    NORMAL|
|20200401_00001121...|    3.45|965106|37.0468554|127.0470847|      9.626541|1585692191695|    NORMAL|
|20200401_00001121...|    3.45|965107|37.0470441|127.0470933|     10.836161|1585692193691|    NORMAL|
|20200401_00001121...|    3.36|965108|37.0472483|127.0471096|     11.007016|1585692195709|    NORMAL|
|20200401_00001121...|    3.45|965109|37.0474432|127.0471146|     10.603676|1585692197693|    NORMAL|
|20200401_00001121...|    3.45|965110|37.0476206|127.0471298|      9.718075|1585692199695|    NORMAL|
|20200401_00001121...|    3.45|965111|37.0477694|127.0471549|       8.24825|1585692201698|    NORMAL|
|20200401_00001121...|    3.45|965112|37.0478325|127.0471575|     7.5387774|1585692202690|    NORMAL|
|20200401_00001121...|    3.54|965113|37.0479189|127.0471528|     4.2250767|1585692204767|    NORMAL|
|20200401_00001121...|    3.36|965114|37.0479312|127.0471492|  0.0071655866|1585692207696|    NORMAL|
|20200401_00001121...|    3.45|965115|37.0479221|127.0471493|  0.0027293835|1585692209689|    NORMAL|
|20200401_00001121...|    3.96|965116|37.0479194|127.0471494|  0.0012359233|1585692211695|    NORMAL|
|20200401_00001121...|   3.952|965117|37.0479189|127.0471494|  1.5957934E-4|1585692213700|    NORMAL|
|20200401_00001121...|    4.11|965118|37.0479188|127.0471494|   8.812226E-5|1585692214842|    NORMAL|
|20200401_00001121...|   3.045|965119|37.0479187|127.0471494|   7.948478E-6|1585692217693|    NORMAL|
|20200401_00001121...|   3.045|965120|37.0479187|127.0471494|  1.9366362E-6|1585692219709|    NORMAL|
|20200401_00001121...|   3.555|965121|37.0479187|127.0471494|  7.3686135E-7|1585692221711|    NORMAL|
|20200401_00001121...|   3.697|965122|37.0479187|127.0471494|  1.0988016E-7|1585692223689|    NORMAL|
|20200401_00001121...|   3.814|965123|37.0479187|127.0471494|  2.8642116E-8|1585692225691|    NORMAL|
|20200401_00001121...|   4.038|965124|37.0479187|127.0471494|  6.7711996E-9|1585692227702|    NORMAL|
|20200401_00001121...|   3.888|965125|37.0479187|127.0471494|  3.0801042E-9|1585692228719|    NORMAL|
|20200401_00001121...|   3.735|965126|37.0479187|127.0471494|  5.368653E-10|1585692231691|    NORMAL|
|20200401_00001121...|   3.735|965127|37.0479187|127.0471494|  7.807296E-11|1585692233691|    NORMAL|
|20200401_00001121...|   3.592|965128|37.0479187|127.0471494| 2.0325276E-11|1585692235687|    NORMAL|
|20200401_00001121...|   4.201|965129|37.0479187|127.0471494|  5.273717E-12|1585692237704|    NORMAL|
|20200401_00001121...|   3.887|965130|37.0479187|127.0471494|  9.864947E-13|1585692239691|    NORMAL|
|20200401_00001121...|   4.051|965131|37.0479187|127.0471494| 5.2963466E-13|1585692240758|    NORMAL|
|20200401_00001121...|   4.025|965132|37.0479187|127.0471494|  4.815552E-14|1585692243699|    NORMAL|
|20200401_00001121...|   3.893|965133|37.0479187|127.0471494| 1.3296495E-14|1585692245718|    NORMAL|
|20200401_00001121...|   4.249|965134|37.0479187|127.0471494| 3.4466628E-15|1585692247721|    NORMAL|
|20200401_00001121...|   4.457|965135|37.0479187|127.0471494| 6.9245446E-16|1585692249697|    NORMAL|
|20200401_00001121...|   4.263|965136|37.0479187|127.0471494| 5.6332556E-16|1585692251703|    NORMAL|
|20200401_00001121...|   4.263|965137|37.0479187|127.0471494| 3.3192345E-18|1585692253707|    NORMAL|
|20200401_00001121...|    3.94|965138|37.0479187|127.0471494| 1.9573313E-20|1585692255697|    NORMAL|
|20200401_00001121...|   4.336|965139|37.0479187|127.0471494|   8.51425E-23|1585692257694|    NORMAL|
|20200401_00001121...|   4.002|965140|37.0479187|127.0471494|  5.020986E-25|1585692259695|    NORMAL|
|20200401_00001121...|    4.01|965141|37.0479187|127.0471494| 3.8562905E-26|1585692261120|    NORMAL|
|20200401_00001121...|   4.343|965142|37.0479187|127.0471494|  1.313316E-29|1585692263699|    NORMAL|
|20200401_00001121...|   4.294|965143|37.0479187|127.0471494|  7.744923E-32|1585692265698|    NORMAL|
|20200401_00001121...|   4.712|965144|37.0479187|127.0471494| 3.5677463E-34|1585692267693|    NORMAL|
|20200401_00001121...|   4.467|965145|37.0479187|127.0471494|  2.739748E-35|1585692268692|    NORMAL|
|20200401_00001121...|   4.503|965146|37.0479187|127.0471494| 1.1852265E-38|1585692271692|    NORMAL|
|20200401_00001121...|   4.937|965147|37.0479187|127.0471494|    6.9911E-41|1585692273694|    NORMAL|
|20200401_00001121...|   4.531|965148|37.0479187|127.0471494|      4.12E-43|1585692275701|    NORMAL|
|20200401_00001121...|   4.631|965149|37.0479187|127.0471494|       1.4E-45|1585692277691|    NORMAL|
|20200401_00001121...|   4.331|965150|37.0479187|127.0471494|           0.0|1585692279692|    NORMAL|
|20200401_00001121...|   4.402|965151|37.0479187|127.0471494|           0.0|1585692281696|    NORMAL|
|20200401_00001121...|   4.402|965152|37.0479187|127.0471494|           0.0|1585692283693|    NORMAL|
|20200401_00001121...|   4.803|965153|37.0479187|127.0471494|           0.0|1585692285712|    NORMAL|
|20200401_00001121...|   5.063|965154|37.0479187|127.0471494|           0.0|1585692286387|    NORMAL|
|20200401_00001121...|   5.413|965155|37.0479187|127.0471494|           0.0|1585692289712|    NORMAL|
|20200401_00001121...|   5.343|965156|37.0479187|127.0471494|           0.0|1585692291431|    NORMAL|
|20200401_00001121...|   6.111|965157|37.0479163|127.0471505|    0.05927311|1585692293704|    NORMAL|
|20200401_00001121...|   6.224|965158|37.0479149|127.0471506|    0.06640742|1585692295682|    NORMAL|
|20200401_00001121...|   7.166|965159|37.0479246|127.0471539|    0.13267633|1585692297651|    NORMAL|
|20200401_00001121...|   9.019|965160|37.0479282|127.0471606|    0.25507358|1585692299412|    NORMAL|
|20200401_00001121...|   9.782|965161|37.0479237|127.0471682|    0.16725187|1585692301704|    NORMAL|
|20200401_00001121...|   10.23|965162|37.0479205|127.0471747|   0.123481475|1585692303699|    NORMAL|
|20200401_00001121...|  10.541|965163|37.0479142|127.0471864|    0.22074291|1585692305680|    NORMAL|
|20200401_00001121...|  10.477|965164|37.0479157| 127.047206|    0.28476688|1585692307549|    NORMAL|
|20200401_00001121...|  10.421|965165|37.0479307|127.0472372|     0.0808722|1585692309393|    NORMAL|
|20200401_00001121...|  10.714|965166|37.0479345|127.0472452|    0.28635874|1585692311572|    NORMAL|
|20200401_00001121...|   11.26|965167|37.0479369|127.0472498|    0.05923417|1585692313686|    NORMAL|
|20200401_00001121...|  11.389|965168|37.0479403|127.0472443|    0.03559682|1585692315687|    NORMAL|
|20200401_00001121...|   11.41|965169| 37.047942|127.0472407|    0.03900103|1585692317694|    NORMAL|
|20200401_00001121...|  11.215|965170|37.0479404|127.0472357|   0.038728315|1585692319684|    NORMAL|
|20200401_00001121...|   11.43|965171|37.0479376|127.0472305|   0.011919064|1585692321596|    NORMAL|
|20200401_00001121...|  10.934|965172|37.0479483|127.0472183|    0.26863563|1585692323703|    NORMAL|
|20200401_00001121...|  10.914|965173|37.0479533|127.0472177|    0.26907483|1585692325684|    NORMAL|
|20200401_00001121...|  10.893|965174|37.0479556|127.0472193|     0.2692463|1585692327690|    NORMAL|
|20200401_00001121...|  11.322|965175| 37.047969|127.0472356|    0.45061925|1585692329589|    NORMAL|
|20200401_00001121...|  10.823|965176|37.0479717|127.0472577|     0.7175339|1585692331688|    NORMAL|
|20200401_00001121...|  10.119|965177|37.0479637|127.0472647|    0.51820004|1585692333619|    NORMAL|
|20200401_00001121...|    9.84|965178|37.0479686|127.0472707|     0.6397716|1585692335570|    NORMAL|
|20200401_00001121...|   9.911|965179|37.0479692|127.0472767|    0.49956155|1585692337685|    NORMAL|
|20200401_00001121...|  10.135|965180| 37.047974| 127.047277|   0.071949534|1585692339686|    NORMAL|
|20200401_00001121...|  10.285|965181|37.0479814|127.0472753|   0.053499535|1585692341687|    NORMAL|
|20200401_00001121...|  10.255|965182|37.0479823|127.0472741|   0.021024792|1585692342693|    NORMAL|
|20200401_00001121...|  10.421|965183|37.0479951|127.0472724|    0.29811943|1585692345688|    NORMAL|
|20200401_00001121...|  10.767|965184|37.0480074|127.0472727|     0.5456705|1585692347698|    NORMAL|
|20200401_00001121...|  11.165|965185|37.0480235|127.0472728|     0.9746659|1585692349687|    NORMAL|
|20200401_00001121...|  11.451|965186|37.0480343| 127.047274|     0.6652959|1585692351689|    NORMAL|
|20200401_00001121...|  11.744|965187|37.0480336|127.0472749|    0.20508799|1585692353625|    NORMAL|
|20200401_00001121...|  12.723|965188|37.0480385|127.0472867|     0.4401009|1585692355689|    NORMAL|
|20200401_00001121...|  13.393|965189|37.0480619|127.0473092|     1.6980971|1585692357448|    NORMAL|
|20200401_00001121...|  13.809|965190|37.0481043| 127.047347|     1.9594083|1585692359685|    NORMAL|
|20200401_00001121...|  13.784|965191|37.0480842|127.0473335|     0.0585048|1585692361691|    NORMAL|
|20200401_00001121...|  13.645|965192|37.0480732|127.0473259|   0.063697875|1585692363695|    NORMAL|
|20200401_00001121...|  13.079|965193|37.0480843| 127.047333|    0.33207345|1585692365683|    NORMAL|
|20200401_00001121...|  12.803|965194| 37.048096|127.0473408|    0.58466583|1585692367678|    NORMAL|
|20200401_00001121...|  12.875|965195|37.0481168|127.0473216|     1.4152087|1585692369684|    NORMAL|
|20200401_00001121...|  12.977|965196|37.0481377|127.0472971|     1.4362018|1585692371687|    NORMAL|
|20200401_00001121...|  13.219|965197|  37.04814|127.0472946|      0.605646|1585692373683|    NORMAL|
|20200401_00001121...|  13.112|965198|37.0481264|127.0472838|       0.84661|1585692375703|    NORMAL|
|20200401_00001121...|  12.608|965199| 37.048115|127.0472831|  0.0037534253|1585692377685|    NORMAL|
|20200401_00001121...|   11.03|965200|37.0480075|127.0472654|    0.01615011|1585692379678|    NORMAL|
|20200401_00001121...|   8.657|965201|37.0479649|127.0472575|   0.016522799|1585692381678|    NORMAL|
|20200401_00001121...|   5.222|965202| 37.047953|127.0472548|  0.0064589423|1585692383681|    NORMAL|
|20200401_00001121...|   6.655|965203| 37.047986|127.0472639|     0.8511095|1585692385681|    NORMAL|
|20200401_00001121...|   8.224|965204|37.0480399|127.0472732|     0.6589721|1585692387262|    NORMAL|
|20200401_00001121...|  11.432|965205|37.0480548|127.0472671|     0.6756395|1585692389708|    NORMAL|
|20200401_00001121...|  10.593|965206|37.0480462|127.0472676|     0.5988605|1585692391674|    NORMAL|
|20200401_00001121...|  10.252|965207|37.0480365|127.0472708|     1.1974441|1585692393463|    NORMAL|
|20200401_00001121...|    10.5|965208|37.0480363|127.0472724|      1.120508|1585692395502|    NORMAL|
|20200401_00001121...|  11.438|965209|37.0480267|127.0472714|     0.9902643|1585692397463|    NORMAL|
|20200401_00001121...|  12.785|965210|37.0479966|127.0472701|    0.92461216|1585692399484|    NORMAL|
|20200401_00001121...|  13.385|965211|37.0479925|127.0473038|     0.9495391|1585692401443|       END|
|20200401_00001121...|    34.0|965212|37.0627981|127.0703499|     19.991776|1585692881323|     START|
|20200401_00001121...|    12.8|965213|37.0631672|127.0701664|     18.028625|1585692883571|    NORMAL|
|20200401_00001121...|     8.0|965214|37.0634251|127.0700562|     15.849319|1585692885576|    NORMAL|
|20200401_00001121...|     8.0|965215| 37.063681|127.0699609|     15.298082|1585692887689|    NORMAL|
|20200401_00001121...|     7.2|965216|37.0638951|127.0698904|     13.117814|1585692889576|    NORMAL|
|20200401_00001121...|   6.666|965217|37.0640707|127.0698294|     10.371759|1585692891575|    NORMAL|
|20200401_00001121...|     6.0|965218|37.0641904| 127.069785|      7.068394|1585692893581|    NORMAL|
|20200401_00001121...|     6.0|965219|37.0642319|127.0697695|    0.29096287|1585692895588|    NORMAL|
|20200401_00001121...|     6.0|965220|37.0642093|127.0697749|  0.0047433786|1585692897581|    NORMAL|
|20200401_00001121...|     6.0|965221|37.0641993|127.0697772|   0.002892665|1585692899579|    NORMAL|
|20200401_00001121...|     6.0|965222|37.0641951|127.0697789|  0.0010506451|1585692901576|    NORMAL|
|20200401_00001121...|     6.0|965223|37.0641935|127.0697795|   1.940528E-4|1585692903590|    NORMAL|
|20200401_00001121...|     6.0|965224|37.0641932|127.0697797|   9.296276E-5|1585692905602|    NORMAL|
|20200401_00001121...|   6.293|965225| 37.064193|127.0697798|  2.8059363E-5|1585692907601|    NORMAL|
|20200401_00001121...|   7.009|965226| 37.064193|127.0697798|  6.8596746E-6|1585692909603|    NORMAL|
|20200401_00001121...|  10.646|965227| 37.064193|127.0697798|   4.493002E-6|1585692911596|    NORMAL|
|20200401_00001121...|  10.528|965228| 37.064193|127.0697798|  4.4935499E-7|1585692913596|    NORMAL|
|20200401_00001121...|  10.781|965229| 37.064193|127.0697798|  3.5550252E-7|1585692915595|    NORMAL|
|20200401_00001121...|   8.402|965230| 37.064193|127.0697798|  1.5183501E-7|1585692917608|    NORMAL|
|20200401_00001121...|   8.402|965231| 37.064193|127.0697798|  5.8241202E-8|1585692919598|    NORMAL|
|20200401_00001121...|   9.309|965232| 37.064193|127.0697798|  8.8640896E-8|1585692921599|    NORMAL|
|20200401_00001121...|   8.836|965233| 37.064193|127.0697798|  1.3084044E-8|1585692923601|    NORMAL|
|20200401_00001121...|   8.264|965234| 37.064193|127.0697798|   4.162615E-9|1585692925594|    NORMAL|
|20200401_00001121...|   7.834|965235| 37.064193|127.0697798|  5.4991927E-9|1585692927345|    NORMAL|
|20200401_00001121...|     7.5|965236| 37.064193|127.0697798| 4.3014572E-10|1585692929620|    NORMAL|
|20200401_00001121...|   8.024|965237| 37.064193|127.0697798|  4.266467E-10|1585692931594|    NORMAL|
|20200401_00001121...|   7.027|965238| 37.064193|127.0697798| 3.4574815E-11|1585692933600|    NORMAL|
|20200401_00001121...|   7.198|965239| 37.064193|127.0697798| 1.1111307E-11|1585692935599|    NORMAL|
|20200401_00001121...|   7.346|965240| 37.064193|127.0697798| 4.6714616E-12|1585692937607|    NORMAL|
|20200401_00001121...|   7.346|965241| 37.064193|127.0697798| 1.0859034E-12|1585692939596|    NORMAL|
|20200401_00001121...|   8.578|965242| 37.064193|127.0697798| 1.4115829E-12|1585692941262|    NORMAL|
|20200401_00001121...|   7.232|965243| 37.064193|127.0697798| 1.0558885E-13|1585692943596|    NORMAL|
|20200401_00001121...|   7.232|965244| 37.064193|127.0697798| 3.3508413E-14|1585692945589|    NORMAL|
|20200401_00001121...|   7.821|965245| 37.064193|127.0697798|  1.059678E-14|1585692947590|    NORMAL|
|20200401_00001121...|   7.821|965246| 37.064193|127.0697798|   2.00638E-15|1585692949589|    NORMAL|
|20200401_00001121...|   8.169|965247| 37.064193|127.0697798| 1.6095595E-15|1585692951493|    NORMAL|
|20200401_00001121...|   9.947|965248| 37.064193|127.0697798| 1.5649278E-16|1585692953590|    NORMAL|
|20200401_00001121...|  10.441|965249| 37.064193|127.0697798| 1.4059372E-16|1585692955593|    NORMAL|
|20200401_00001121...|   9.272|965250| 37.064193|127.0697798| 1.6986624E-16|1585692957586|    NORMAL|
|20200401_00001121...|   7.818|965251| 37.064193|127.0697798|  1.440035E-16|1585692959600|    NORMAL|
|20200401_00001121...|     6.0|965252| 37.064193|127.0697798| 1.4278249E-16|1585692961598|    NORMAL|
|20200401_00001121...|     6.0|965253| 37.064193|127.0697798| 1.3898197E-16|1585692963590|    NORMAL|
|20200401_00001121...|     6.0|965254| 37.064193|127.0697798|  1.427213E-16|1585692965584|    NORMAL|
|20200401_00001121...|   7.662|965255|37.0641584|127.0696747|     1.9150031|1585692967575|    NORMAL|
|20200401_00001121...|  10.262|965256|37.0640472|127.0693278|     11.597647|1585692969410|OVER_ACCEL|
|20200401_00001121...|  12.825|965257|37.0640123|127.0692103|      6.327606|1585692971592|    NORMAL|
|20200401_00001121...|  14.488|965258|37.0640404|127.0692263|     1.7747391|1585692973585|    NORMAL|
|20200401_00001121...|  14.368|965259|37.0640521|127.0692423|       0.47846|1585692975581|    NORMAL|
|20200401_00001121...|  14.424|965260|37.0640537|127.0692532|    0.29543278|1585692977584|    NORMAL|
|20200401_00001121...|  14.989|965261|37.0640591|127.0692546|     0.7250649|1585692979584|    NORMAL|
|20200401_00001121...|  14.783|965262|37.0641586|127.0694381|     2.0081122|1585692981587|    NORMAL|
|20200401_00001121...|  13.496|965263|37.0643129| 127.069568|     2.7651534|1585692983582|    NORMAL|
|20200401_00001121...|   9.989|965264|37.0645335|127.0695976|     5.0165653|1585692985582|    NORMAL|
|20200401_00001121...|   7.815|965265|37.0646837|127.0695003|     7.2870407|1585692987579|    NORMAL|
|20200401_00001121...|   6.029|965266|37.0647412|127.0693194|      9.132853|1585692989579|    NORMAL|
|20200401_00001121...|     6.0|965267|37.0647468|127.0690947|     10.830086|1585692991581|    NORMAL|
|20200401_00001121...|     6.0|965268|37.0647478|127.0688471|     10.297459|1585692993578|    NORMAL|
|20200401_00001121...|     6.4|965269|37.0647547|127.0686331|      8.841628|1585692995590|    NORMAL|
|20200401_00001121...|    8.14|965270|37.0647478|127.0684732|     6.4580255|1585692997585|    NORMAL|
|20200401_00001121...|   8.806|965271|37.0647441|127.0684053|    0.31765988|1585692999581|    NORMAL|
|20200401_00001121...|     7.6|965272|37.0647459|127.0684396|  0.0068925642|1585693001594|    NORMAL|
|20200401_00001121...|     6.8|965273|37.0647465|127.0684532|  0.0029640258|1585693003598|    NORMAL|
|20200401_00001121...|   6.624|965274|37.0647467|127.0684578|  0.0013726057|1585693005589|    NORMAL|
|20200401_00001121...|   6.296|965275|37.0647468|127.0684592|  7.6783064E-5|1585693007674|    NORMAL|
|20200401_00001121...|   6.531|965276|37.0647468|127.0684594|  1.3726712E-5|1585693009581|    NORMAL|
|20200401_00001121...|   6.558|965277|37.0647468|127.0684595|   2.920103E-6|1585693011577|    NORMAL|
|20200401_00001121...|   7.029|965278|37.0647468|127.0684595|  1.1682375E-6|1585693013581|    NORMAL|
|20200401_00001121...|  17.293|965279|37.0647317|127.0684353|     2.3935456|1585693015583|    NORMAL|
|20200401_00001121...|  34.823|965280|37.0646963|127.0683238|     4.3223224|1585693017592|    NORMAL|
|20200401_00001121...|   42.55|965281|37.0646948|127.0679794|     10.404771|1585693019577|    NORMAL|
|20200401_00001121...|  39.018|965282|37.0647274|127.0679173|    0.90806496|1585693021571| OVER_STOP|
|20200401_00001121...|  31.671|965283|37.0647363|127.0677835|     3.5809007|1585693023577|    NORMAL|
|20200401_00001121...|   21.82|965284|37.0647389|127.0676821|     4.1480665|1585693025571|    NORMAL|
|20200401_00001121...|  20.168|965285| 37.064737|127.0676468|     2.4902048|1585693027577|    NORMAL|
|20200401_00001121...|  19.335|965286|37.0647357|127.0676536|    0.84991246|1585693029570|    NORMAL|
|20200401_00001121...|   12.83|965287|37.0647369|127.0683353|    0.06727408|1585693031589|    NORMAL|
|20200401_00001121...|   8.776|965288| 37.064737|127.0683552|   0.004323263|1585693033576|    NORMAL|
|20200401_00001121...|   6.833|965289| 37.064737|127.0683616|  0.0032498487|1585693035571|    NORMAL|
|20200401_00001121...|   6.833|965290| 37.064737|127.0683631|   3.314894E-4|1585693037571|    NORMAL|
|20200401_00001121...|   6.729|965291|37.0647017|127.0683366|  0.0026741326|1585693039575|    NORMAL|
|20200401_00001121...|    6.63|965292|37.0646896| 127.068332|    0.07083789|1585693041562|    NORMAL|
|20200401_00001121...|   6.028|965293|37.0646888| 127.068335|    0.16910371|1585693043567|    NORMAL|
|20200401_00001121...|   6.217|965294|37.0646886|127.0683316|    0.17155437|1585693045246|    NORMAL|
|20200401_00001121...|   8.561|965295|37.0646894|127.0683234|    0.46522567|1585693047557|    NORMAL|
|20200401_00001121...|  10.269|965296|37.0646853|127.0683208|     0.5069158|1585693049566|    NORMAL|
|20200401_00001121...|   9.521|965297|37.0646786|127.0683222|    0.43930793|1585693053611|    NORMAL|
|20200401_00001121...|  10.289|965298|37.0646801|127.0683232|    0.32951203|1585693055188|    NORMAL|
|20200401_00001121...|  10.913|965299|37.0646823|127.0683209|    0.34222943|1585693057565|    NORMAL|
|20200401_00001121...|  11.392|965300|37.0646819|127.0683233|     0.7513642|1585693059050|    NORMAL|
|20200401_00001121...|  12.207|965301|37.0646796|127.0683281|     0.5164168|1585693061553|    NORMAL|
|20200401_00001121...|  12.531|965302|37.0646862|127.0683144|     0.7453819|1585693063583|    NORMAL|
|20200401_00001121...|  12.557|965303|37.0646882|127.0683083|     1.2156751|1585693064545|    NORMAL|
|20200401_00001121...|  14.906|965304|   37.0647|127.0683935|     1.0769781|1585693069536|    NORMAL|
|20200401_00001121...|  23.778|965305|37.0646877|127.0684133|     1.0771792|1585693071331|    NORMAL|
|20200401_00001121...|  20.667|965306|37.0646935| 127.068505|   0.025878517|1585693073566|    NORMAL|
|20200401_00001121...|  19.889|965307|37.0646985|127.0685308|   0.017532744|1585693075554|    NORMAL|
|20200401_00001121...|  15.333|965308|37.0647023|127.0685521|      0.394355|1585693077552|    NORMAL|
|20200401_00001121...|  13.714|965309| 37.064707|127.0685563|   0.037426244|1585693079552|    NORMAL|
|20200401_00001121...|  10.367|965310|37.0647143|127.0685497|   0.030093648|1585693081551|    NORMAL|
|20200401_00001121...|   8.095|965311|37.0647237|127.0685361|    0.29235864|1585693083566|    NORMAL|
|20200401_00001121...|   8.095|965312|37.0647756|127.0684562|   0.027112741|1585693085554|    NORMAL|
|20200401_00001121...|   8.082|965313|37.0648146|127.0683932|  0.0041455766|1585693087557|    NORMAL|
|20200401_00001121...|   8.082|965314|37.0648284|127.0683713|    0.04453815|1585693089549|    NORMAL|
|20200401_00001121...|   7.096|965315|37.0648375|127.0683593|   0.031607322|1585693091567|    NORMAL|
|20200401_00001121...|   6.654|965316|37.0648374|127.0683627|     0.3756014|1585693093547|    NORMAL|
|20200401_00001121...|   6.082|965317|37.0648238|127.0683663|     0.7335262|1585693095550|    NORMAL|
|20200401_00001121...|   6.225|965318|37.0648022|127.0683837|     1.1239861|1585693097564|    NORMAL|
|20200401_00001121...|   6.143|965319|37.0647867|127.0684026|     1.1323924|1585693099563|    NORMAL|
|20200401_00001121...|     6.4|965320|37.0647765|127.0684179|     0.5438512|1585693101565|    NORMAL|
|20200401_00001121...|     8.0|965321|37.0647651|127.0684237|    0.33005682|1585693103545|    NORMAL|
|20200401_00001121...|  15.976|965322|37.0647549|127.0684204|     0.2066471|1585693105545|    NORMAL|
|20200401_00001121...|  21.952|965323|37.0647437|127.0684076|    0.18003787|1585693107559|    NORMAL|
|20200401_00001121...|  20.332|965324|37.0647376|127.0684017|    0.18825929|1585693109576|    NORMAL|
|20200401_00001121...|  18.582|965325|37.0647305|127.0683863|    0.16605118|1585693111555|    NORMAL|
|20200401_00001121...|  18.107|965326|37.0647214|127.0683564|     0.8704032|1585693113577|    NORMAL|
|20200401_00001121...|   17.66|965327|37.0647143|127.0683248|     1.2025323|1585693115573|    NORMAL|
|20200401_00001121...|  15.554|965328|37.0647137| 127.068345|   0.016501926|1585693117532|    NORMAL|
|20200401_00001121...|  14.097|965329|37.0647128| 127.068347|    0.01229435|1585693119528|    NORMAL|
|20200401_00001121...|  12.441|965330|37.0647106|127.0683446|  0.0113865305|1585693121561|    NORMAL|
|20200401_00001121...|   9.703|965331|37.0647369|127.0683885|   0.027866418|1585693123545|    NORMAL|
|20200401_00001121...|   6.868|965332|37.0647461|127.0684062|     0.0902793|1585693125556|    NORMAL|
|20200401_00001121...|    4.69|965333| 37.064749|127.0684127|    0.03557073|1585693127547|    NORMAL|
|20200401_00001121...|   4.591|965334|37.0647501|127.0684151|   0.023286741|1585693129546|    NORMAL|
|20200401_00001121...|   4.554|965335|37.0647508|127.0684171|   0.026525438|1585693131553|    NORMAL|
|20200401_00001121...|   4.475|965336|37.0647514|127.0684187|    0.04015153|1585693133539|    NORMAL|
|20200401_00001121...|   4.475|965337| 37.064752|127.0684193|   0.012959106|1585693135535|    NORMAL|
|20200401_00001121...|    4.68|965338|37.0647522|127.0684195|    0.01578266|1585693137546|    NORMAL|
|20200401_00001121...|    4.68|965339|37.0647522|127.0684194|   0.044521313|1585693139543|    NORMAL|
|20200401_00001121...|   4.629|965340|37.0647519|127.0684198|   0.033044368|1585693141548|    NORMAL|
|20200401_00001121...|   4.629|965341|37.0647517|127.0684198|   0.020537028|1585693143547|    NORMAL|
|20200401_00001121...|   4.734|965342|37.0647516|127.0684197|   0.032530274|1585693145550|    NORMAL|
|20200401_00001121...|   4.648|965343|37.0647516|127.0684199|    0.02890775|1585693147541|    NORMAL|
|20200401_00001121...|   4.648|965344|37.0647517|127.0684206|   0.030322976|1585693149546|    NORMAL|
|20200401_00001121...|   4.859|965345|37.0647528|127.0684224|    0.00979257|1585693151558|    NORMAL|
|20200401_00001121...|   4.736|965346|37.0647538|127.0684232|   0.037327502|1585693153533|    NORMAL|
|20200401_00001121...|   4.859|965347|37.0647542|127.0684238|   0.014426315|1585693154572|    NORMAL|
|20200401_00001121...|   8.156|965348|37.0647559|127.0684238|    0.08229763|1585693157542|    NORMAL|
|20200401_00001121...|   8.156|965349|37.0647571|127.0684247|   0.015896238|1585693159551|    NORMAL|
|20200401_00001121...|    5.71|965350|37.0647578| 127.068425|    0.03697632|1585693161337|    NORMAL|
|20200401_00001121...|    5.71|965351|37.0647583|127.0684266|   0.025536418|1585693163546|    NORMAL|
|20200401_00001121...|   5.466|965352|37.0647588|127.0684275|   0.033737626|1585693165535|    NORMAL|
|20200401_00001121...|   4.007|965353|37.0647596|127.0684285|   0.016682383|1585693167536|    NORMAL|
|20200401_00001121...|   4.008|965354|37.0647607|127.0684294|   0.027797965|1585693169545|    NORMAL|
|20200401_00001121...|   4.007|965355|37.0647614|127.0684295|   0.008169051|1585693171545|    NORMAL|
|20200401_00001121...|   4.142|965356|37.0647615|127.0684296|   0.012242002|1585693173533|    NORMAL|
|20200401_00001121...|   4.166|965357|37.0647617|  127.06843|   0.059704076|1585693175539|    NORMAL|
|20200401_00001121...|   5.524|965358|37.0647618|127.0684301|   0.012471291|1585693177235|    NORMAL|
