-----------------------------------------------------------------------------------------------------------
+--------+----------+----------+------------------------------------+------+----------+-----------+--------------+-------------+----------+---------------------------------------------------+
|accuracy|accuracy_x|accuracy_y|address                             |id    |lat       |lng        |speed         |time         |types     |uuid                                               |
|5.061   |null      |null      |null                                |969885|37.0426577|127.0443636|5.7475013E-16 |1585728061036|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.335   |null      |null      |null                                |969886|37.0426577|127.0443636|2.0437628E-15 |1585728062751|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.368   |null      |null      |null                                |969887|37.0426577|127.0443636|5.8190856E-16 |1585728065031|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.12    |null      |null      |null                                |969888|37.0426577|127.0443636|2.2173177E-15 |1585728067787|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.803   |null      |null      |null                                |969889|37.0426577|127.0443636|7.2841864E-16 |1585728069032|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.936   |null      |null      |null                                |969890|37.0426577|127.0443636|5.7397017E-16 |1585728071029|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.29    |null      |null      |null                                |969891|37.0426577|127.0443636|2.0140707E-15 |1585728072810|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.14    |null      |null      |null                                |969892|37.0426577|127.0443636|5.9284185E-16 |1585728075055|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.14    |null      |null      |null                                |969893|37.0426577|127.0443636|5.7769664E-16 |1585728077039|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.876   |null      |null      |null                                |969894|37.0426577|127.0443636|7.09064E-16   |1585728079034|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.039   |null      |null      |null                                |969895|37.0426577|127.0443636|6.083099E-16  |1585728081096|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.424   |null      |null      |null                                |969896|37.0426577|127.0443636|1.9395231E-15 |1585728082869|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.274   |null      |null      |null                                |969897|37.0426577|127.0443636|5.8880484E-16 |1585728085039|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.274   |null      |null      |null                                |969898|37.0426577|127.0443636|5.303883E-16  |1585728087044|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.19    |null      |null      |null                                |969899|37.0426577|127.0443636|6.6579495E-16 |1585728089039|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.005   |null      |null      |null                                |969900|37.0426577|127.0443636|5.717071E-16  |1585728091022|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.352   |null      |null      |null                                |969901|37.0426577|127.0443636|2.0559838E-15 |1585728092974|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.502   |null      |null      |null                                |969902|37.0426577|127.0443636|5.6954337E-16 |1585728095037|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.518   |null      |null      |null                                |969903|37.0426577|127.0443636|5.916351E-16  |1585728097073|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.823   |null      |null      |null                                |969904|37.0426577|127.0443636|6.204802E-16  |1585728099057|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.577   |null      |null      |null                                |969905|37.0426577|127.0443636|5.7487745E-16 |1585728101028|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.0     |null      |null      |null                                |969906|37.0426577|127.0443636|5.737727E-16  |1585728103025|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|3.983   |null      |null      |null                                |969907|37.0426577|127.0443636|5.6669665E-16 |1585728105030|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|3.8     |null      |null      |null                                |969908|37.0426577|127.0443636|5.804772E-16  |1585728107034|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|3.542   |null      |null      |null                                |969909|37.0426577|127.0443636|3.490993E-16  |1585728109026|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|3.633   |null      |null      |null                                |969910|37.0426577|127.0443636|6.1689584E-16 |1585728111109|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|3.76    |null      |null      |null                                |969911|37.0426577|127.0443636|5.769527E-16  |1585728113062|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|3.671   |null      |null      |null                                |969912|37.0426577|127.0443636|4.535895E-16  |1585728115023|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|3.685   |null      |null      |null                                |969913|37.0426577|127.0443636|5.5212493E-16 |1585728117020|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|3.857   |null      |null      |null                                |969914|37.0426577|127.0443636|3.4154036E-16 |1585728119022|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|3.985   |null      |null      |null                                |969915|37.0426577|127.0443636|5.6928714E-16 |1585728121020|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|3.828   |null      |null      |null                                |969916|37.0426577|127.0443636|4.829517E-16  |1585728123019|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|3.963   |null      |null      |null                                |969917|37.0426577|127.0443636|6.1926955E-16 |1585728125015|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|3.82    |null      |null      |null                                |969918|37.0426577|127.0443636|6.510244E-16  |1585728127188|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|3.853   |null      |null      |null                                |969919|37.0426577|127.0443636|1.1701776E-15 |1585728129030|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.037   |null      |null      |null                                |969920|37.0426577|127.0443636|6.0336724E-16 |1585728131090|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.22    |null      |null      |null                                |969921|37.0426577|127.0443636|5.7001246E-16 |1585728133024|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.362   |null      |null      |null                                |969922|37.0426577|127.0443636|6.130556E-16  |1585728135015|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.219   |null      |null      |null                                |969923|37.0426577|127.0443636|5.724919E-16  |1585728137017|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.257   |null      |null      |null                                |969924|37.0426577|127.0443636|1.2173599E-15 |1585728139016|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.3     |null      |null      |null                                |969925|37.0426577|127.0443636|5.7955725E-16 |1585728141019|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.971   |null      |null      |null                                |969926|37.0426577|127.0443636|4.529793E-16  |1585728143015|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.291   |null      |null      |null                                |969927|37.0426577|127.0443636|5.12354E-16   |1585728145014|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.535   |null      |null      |null                                |969928|37.0426577|127.0443636|4.3770814E-16 |1585728147011|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.6     |null      |null      |null                                |969929|37.0426577|127.0443636|1.1394575E-15 |1585728149043|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.933   |null      |null      |null                                |969930|37.0426577|127.0443636|3.895814E-17  |1585728151069|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.6     |null      |null      |null                                |969931|37.0426577|127.0443636|8.4529694E-18 |1585728153200|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.428   |null      |null      |null                                |969932|37.0426577|127.0443636|7.425391E-18  |1585728155011|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |969933|37.0426577|127.0443636|6.8807923E-18 |1585728157009|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.992   |null      |null      |null                                |969934|37.0426577|127.0443636|9.9150845E-17 |1585728159005|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.992   |null      |null      |null                                |969935|37.0426577|127.0443636|6.7773373E-18 |1585728161011|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.152   |null      |null      |null                                |969936|37.0426577|127.0443636|7.5459174E-17 |1585728163576|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.988   |null      |null      |null                                |969937|37.0426577|127.0443636|9.127985E-18  |1585728165017|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.988   |null      |null      |null                                |969938|37.0426577|127.0443636|6.690323E-18  |1585728167023|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.261   |null      |null      |null                                |969939|37.0426577|127.0443636|1.0557004E-16 |1585728169048|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.081   |null      |null      |null                                |969940|37.0426577|127.0443636|6.964098E-18  |1585728171024|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.362   |null      |null      |null                                |969941|37.0426577|127.0443636|7.5738556E-17 |1585728173640|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.362   |null      |null      |null                                |969942|37.0426452|127.0443875|0.0065551847  |1585728175012|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.362   |null      |null      |null                                |969943|37.0426343|127.0444093|0.0021169714  |1585728177033|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.495   |null      |null      |null                                |969944|37.0426317|127.0444149|0.0031141557  |1585728178705|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.282   |null      |null      |null                                |969945|37.0426293|127.0444201|2.2009769E-4  |1585728181014|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.495   |null      |null      |null                                |969946|37.042629 |127.044421 |7.2610135E-5  |1585728183045|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |969947|37.0426288|127.0444214|1.0737422E-5  |1585728185015|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |969948|37.0426288|127.0444214|6.484633E-6   |1585728187023|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |969949|37.0426288|127.0444215|2.207122E-6   |1585728189014|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |969950|37.0426288|127.0444215|5.6100663E-7  |1585728191010|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |969951|37.0426288|127.0444215|1.9715512E-7  |1585728193022|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.041   |null      |null      |null                                |969952|37.0426288|127.0444215|5.921685E-8   |1585728195016|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.035   |null      |null      |null                                |969953|37.0426288|127.0444215|1.8671654E-8  |1585728197016|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.035   |null      |null      |null                                |969954|37.0426288|127.0444215|6.462068E-9   |1585728199012|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.086   |null      |null      |null                                |969955|37.0426288|127.0444215|1.7788796E-9  |1585728201004|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.1     |null      |null      |null                                |969956|37.0426288|127.0444215|6.0765054E-10 |1585728203014|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.188   |null      |null      |null                                |969957|37.0426288|127.0444215|2.4695923E-10 |1585728205077|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.188   |null      |null      |null                                |969958|37.0426288|127.0444215|5.7100033E-11 |1585728207013|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.188   |null      |null      |null                                |969959|37.0426288|127.0444215|1.9556436E-11 |1585728209011|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.202   |null      |null      |null                                |969960|37.0426288|127.0444215|5.7550106E-12 |1585728211005|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.202   |null      |null      |null                                |969961|37.0426288|127.0444215|1.8395918E-12 |1585728213001|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.307   |null      |null      |null                                |969962|37.0426288|127.0444215|1.0864516E-12 |1585728215012|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.263   |null      |null      |null                                |969963|37.0426288|127.0444215|1.7727035E-13 |1585728217003|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.307   |null      |null      |null                                |969964|37.0426288|127.0444215|6.4690244E-14 |1585728219064|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.237   |null      |null      |null                                |969965|37.0426288|127.0444215|1.861634E-14  |1585728221002|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.277   |null      |null      |null                                |969966|37.0426288|127.0444215|6.1141587E-15 |1585728223035|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.04    |null      |null      |null                                |969967|37.042606 |127.0444339|0.039418057   |1585728225006|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.197   |null      |null      |null                                |969968|37.0425902|127.0444423|0.02327969    |1585728227012|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.726   |null      |null      |null                                |969969|37.0425857|127.0444443|0.066672504   |1585728228979|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.352   |null      |null      |null                                |969970|37.0425839|127.0444474|0.054206572   |1585728230985|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.61    |null      |null      |null                                |969971|37.0425835|127.0444495|0.030390752   |1585728233080|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.702   |null      |null      |null                                |969972|37.0425823|127.0444505|0.026864324   |1585728234987|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.702   |null      |null      |null                                |969973|37.0425811|127.0444506|0.030874433   |1585728236994|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.702   |null      |null      |null                                |969974|37.0425828|127.0444523|0.015051658   |1585728239166|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.297   |null      |null      |null                                |969975|37.0425852|127.0444543|0.052856468   |1585728240983|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.297   |null      |null      |null                                |969976|37.0425862|127.0444552|0.05007492    |1585728242971|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.759   |null      |null      |null                                |969977|37.042587 |127.0444552|0.094390914   |1585728244968|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.885   |null      |null      |null                                |969978|37.0425868|127.0444544|0.032867867   |1585728246993|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.996   |null      |null      |null                                |969979|37.0425869|127.0444531|0.05703676    |1585728249427|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.425   |null      |null      |null                                |969980|37.0425863|127.0444479|0.065304086   |1585728250967|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.996   |null      |null      |null                                |969981|37.0425865|127.0444431|0.062923394   |1585728253005|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.341   |null      |null      |null                                |969982|37.0425877|127.0444362|0.031305123   |1585728254971|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.398   |null      |null      |null                                |969983|37.0425876|127.044431 |0.036858734   |1585728256966|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.542   |null      |null      |null                                |969984|37.0425952|127.0444263|0.1443475     |1585728259526|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.465   |null      |null      |null                                |969985|37.0426099|127.0444048|0.118899554   |1585728260963|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.542   |null      |null      |null                                |969986|37.0426087|127.044365 |0.069057874   |1585728262973|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.606   |null      |null      |null                                |969987|37.0426083|127.0443477|0.03669077    |1585728264962|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.207   |null      |null      |null                                |969988|37.0426077|127.0443417|0.017416382   |1585728266969|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.035   |null      |null      |null                                |969989|37.0426066|127.0443447|0.1335951     |1585728268966|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.142   |null      |null      |null                                |969990|37.0425977|127.0443531|0.7622953     |1585728270969|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.333   |null      |null      |null                                |969991|37.0425597|127.0443927|3.2135599     |1585728272991|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.857   |null      |null      |null                                |969992|37.0425058|127.044458 |4.384086      |1585728274696|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|7.592   |null      |null      |null                                |969993|37.0423571|127.0448105|7.029121      |1585728276990|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|8.163   |null      |null      |null                                |969994|37.0422367|127.0449922|8.16732       |1585728278987|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.333   |null      |null      |null                                |969995|37.0421142|127.04514  |8.691904      |1585728280987|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.666   |null      |null      |null                                |969996|37.0419836|127.0452735|8.955493      |1585728282989|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.0     |null      |null      |null                                |969997|37.0418574|127.045407 |9.010152      |1585728284990|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.0     |null      |null      |null                                |969998|37.0417324|127.0455369|8.948038      |1585728286990|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.333   |null      |null      |null                                |969999|37.0416066|127.0456677|9.014766      |1585728288986|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.4     |null      |null      |null                                |970000|37.0414768|127.045805 |9.427974      |1585728290989|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.2     |null      |null      |null                                |970001|37.0413361|127.0459527|9.742285      |1585728293125|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.666   |null      |null      |null                                |970002|37.0411947|127.0461064|10.872501     |1585728294983|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.666   |null      |null      |null                                |970003|37.0410287|127.046281 |11.7550745    |1585728296984|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.0     |null      |null      |null                                |970004|37.0408601|127.0464587|11.988994     |1585728299015|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.366   |null      |null      |null                                |970005|37.0406525|127.0466803|11.6335535    |1585728301616|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.743   |null      |null      |null                                |970006|37.0405296|127.0468174|12.351265     |1585728302974|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.314   |null      |null      |null                                |970007|37.0403585|127.0470051|12.477369     |1585728304972|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.666   |null      |null      |null                                |970008|37.0401814|127.0471957|12.827673     |1585728306971|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.8     |null      |null      |null                                |970009|37.0400084|127.0473841|12.502285     |1585728308984|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.333   |null      |null      |null                                |970010|37.0398471|127.0475627|11.985033     |1585728310971|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.8     |null      |null      |null                                |970011|37.0396896|127.0477323|11.29654      |1585728313036|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.666   |null      |null      |null                                |970012|37.0395476|127.0478833|10.806681     |1585728314968|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.4     |null      |null      |null                                |970013|37.0394158|127.0480312|9.875273      |1585728316968|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.0     |null      |null      |null                                |970014|37.0392932|127.0481727|9.210098      |1585728319017|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.0     |null      |null      |null                                |970015|37.0391848|127.0483013|8.447656      |1585728320967|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.4     |null      |null      |null                                |970016|37.0391007|127.0484182|6.8736014     |1585728323030|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.2     |null      |null      |null                                |970017|37.0390383|127.0484846|4.950065      |1585728324968|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970018|37.0389872|127.0485328|4.523202      |1585728326995|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970019|37.0389262|127.0485933|5.0632296     |1585728328969|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970020|37.0388502|127.0486662|5.8768687     |1585728330965|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970021|37.0387536|127.0487612|6.9607463     |1585728332967|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970022|37.0386365|127.0488697|8.08001       |1585728334965|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970023|37.0385047|127.0490151|9.695961      |1585728336965|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.666   |null      |null      |null                                |970024|37.0383509|127.0491787|10.704791     |1585728338959|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.666   |null      |null      |null                                |970025|37.038197 |127.0493395|10.62525      |1585728340963|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.666   |null      |null      |null                                |970026|37.0380644|127.0494793|9.204387      |1585728342960|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970027|37.037976 |127.0495774|6.478872      |1585728344968|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.0     |null      |null      |null                                |970028|37.0379235|127.0496392|3.8740776     |1585728346962|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.39    |null      |null      |null                                |970029|37.0379032|127.0496657|1.96705       |1585728349024|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.334   |null      |null      |null                                |970030|37.0379082|127.0496615|0.0014743322  |1585728350960|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.406   |null      |null      |null                                |970031|37.0379144|127.0496551|0.0014482934  |1585728352955|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.474   |null      |null      |null                                |970032|37.037916 |127.0496535|1.7391663E-4  |1585728354966|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.406   |null      |null      |null                                |970033|37.0379128|127.0496692|0.48820522    |1585728356958|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.532   |null      |null      |null                                |970034|37.037889 |127.0497121|1.371459      |1585728358970|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.532   |null      |null      |null                                |970035|37.0378799|127.0497264|0.0025186252  |1585728361023|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.6     |null      |null      |null                                |970036|37.03788  |127.0497279|2.5459225E-4  |1585728362956|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.7     |null      |null      |null                                |970037|37.03788  |127.0497283|2.1236063E-5  |1585728365055|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.7     |null      |null      |null                                |970038|37.03788  |127.0497284|6.7954084E-6  |1585728367037|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.925   |null      |null      |null                                |970039|37.03788  |127.0497285|2.3732784E-6  |1585728368955|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.354   |null      |null      |null                                |970040|37.03788  |127.0497285|5.7699236E-7  |1585728370955|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.638   |null      |null      |null                                |970041|37.03788  |127.0497285|5.8468294E-7  |1585728372978|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|4.924   |null      |null      |null                                |970042|37.03788  |127.0497285|2.8863973E-8  |1585728374955|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.212   |null      |null      |null                                |970043|37.03788  |127.0497285|3.495318E-8   |1585728377361|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|6.182   |null      |null      |null                                |970044|37.03788  |127.0497285|4.163552E-9   |1585728378954|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.879   |null      |null      |null                                |970045|37.03788  |127.0497285|9.04425E-10   |1585728380988|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
|5.96    |null      |null      |null                                |970046|37.03788  |127.0497285|1.6856798E-9  |1585728382964|NORMAL    |000011215a38400fae14f7c1586a3b3b2020-04-01 16:55:19|
